Species,Official gene symbol,UI,Sensitivity (human),Sensitivity (mouse),Specificity (human),Specificity (mouse),Cell type,Germ layer,Organ,Aliases,Product description,Disease,Action
Mm Hs,PPP1R14C,0.026,0.0,0.598,0.006,0.027,Pulmonary alveolar type II cells,Endoderm,Lungs,"NY-BR-81,KEPI",protein phosphatase 1 regulatory inhibitor subunit 14C,,flag
Mm Hs,DDX3Y,0.029,0.077,0.023,0.05,0.025,Pulmonary alveolar type II cells,Endoderm,Lungs,DBY,DEAD-box helicase 3 Y-linked,,flag
Mm Hs,PIGR,0.031,0.692,0.008,0.042,0.029,Pulmonary alveolar type II cells,Endoderm,Lungs,,polymeric immunoglobulin receptor,Y,flag
Mm,H2-Q6,0.023,0.0,0.068,0.0,0.028,Pulmonary alveolar type II cells,Endoderm,Lungs,,"histocompatibility 2, Q region locus 6",,flag
Mm,LY6I,0.004,0.0,0.227,0.0,0.002,Pulmonary alveolar type II cells,Endoderm,Lungs,,"lymphocyte antigen 6 complex, locus I",,flag
Mm,WFDC17,0.037,,,,,Pulmonary alveolar type II cells,Endoderm,Lungs,,WAP four-disulfide core domain 17,,flag
Mm Hs,LRG1,0.026,0.0,0.477,0.003,0.028,Pulmonary alveolar type II cells,Endoderm,Lungs,LRG,leucine rich alpha-2-glycoprotein 1,,flag
Mm Hs,NRN1,0.021,0.0,0.015,0.01,0.023,Pulmonary alveolar type II cells,Endoderm,Lungs,NRN,neuritin 1,,flag
Mm Hs,PPBP,0.001,0.0,0.0,0.003,0.001,Pulmonary alveolar type II cells,Endoderm,Lungs,"SCYB7,TGB,NAP-2-L1,LA-PF4,MDGF,LDGF,Beta-TG,CTAP3,CXCL7,b-TG1,TGB1,CTAPIII,NAP-2,THBGB1",pro-platelet basic protein,,flag
Mm Hs,IL1B,0.027,0.0,0.038,0.025,0.028,Pulmonary alveolar type II cells,Endoderm,Lungs,"IL1F2,IL-1B,IL1-BETA",interleukin 1 beta,Y,flag
Mm Hs,INMT,0.016,0.0,0.068,0.01,0.016,Pulmonary alveolar type II cells,Endoderm,Lungs,,indolethylamine N-methyltransferase,,flag
Mm Hs,CRLF1,0.015,0.0,0.159,0.005,0.016,Pulmonary alveolar type II cells,Endoderm,Lungs,"CLF-1,CISS,CISS1",cytokine receptor like factor 1,Y,flag
Mm Hs,ANGPT1,0.01,0.0,0.0,0.002,0.012,Pulmonary vascular smooth muscle cells,Mesoderm,Smooth muscle,"KIAA0003,Ang1",angiopoietin 1,,flag
Mm Hs,PDGFRB,0.033,0.0,0.0,0.036,0.033,Pulmonary vascular smooth muscle cells,Mesoderm,Smooth muscle,"JTK12,CD140b,PDGFR1,PDGFR",platelet derived growth factor receptor beta,Y,flag
Mm Hs,GJA5,0.002,0.0,0.0,0.002,0.002,Purkinje fiber cells,Mesoderm,Heart,CX40,gap junction protein alpha 5,Y,flag
Mm Hs,B3GAT1,0.014,0.0,0.0,0.003,0.017,Purkinje fiber cells,Mesoderm,Heart,"GlcAT-P,HNK-1,NK-1,CD57,LEU7","beta-1,3-glucuronyltransferase 1",,flag
Mm Hs,GJC1,0.026,0.0,0.0,0.011,0.03,Purkinje fiber cells,Mesoderm,Heart,"CX45,GJA7",gap junction protein gamma 1,,flag
Mm Hs,KCNK3,0.005,0.0,0.0,0.002,0.006,Purkinje fiber cells,Mesoderm,Heart,"K2p3.1,TASK,TASK-1",potassium two pore domain channel subfamily K member 3,Y,flag
Mm Hs,NEFM,0.028,0.0,0.0,0.02,0.028,Purkinje fiber cells,Mesoderm,Heart,"NFM,NF-M,NEF3",neurofilament medium,,flag
Mm Hs,CERK,0.011,0.0,0.098,0.009,0.011,Purkinje neurons,Ectoderm,Brain,"hCERK,FLJ23239,dA59H18.3,DKFZp434E0211,FLJ21430,KIAA1646,LK4,dA59H18.2",ceramide kinase,,flag
Mm Hs,CALB1,0.019,0.0,0.098,0.001,0.023,Purkinje neurons,Ectoderm,Brain,CALB,calbindin 1,,flag
Mm Hs,ABAT,0.032,0.0,0.146,0.003,0.038,Purkinje neurons,Ectoderm,Brain,GABAT,4-aminobutyrate aminotransferase,Y,flag
Mm Hs,GRIN1,0.016,0.0,0.22,0.001,0.02,Purkinje neurons,Ectoderm,Brain,"GluN1,NMDAR1",glutamate ionotropic receptor NMDA type subunit 1,Y,flag
Mm Hs,GAD1,0.03,0.0,0.829,0.003,0.035,Purkinje neurons,Ectoderm,Brain,GAD,glutamate decarboxylase 1,Y,flag
Mm Hs,HDAC6,0.006,0.0,0.0,0.003,0.007,Purkinje neurons,Ectoderm,Brain,"KIAA0901,JM21,HD6,FLJ16239,PPP1R90",histone deacetylase 6,Y,flag
Mm Hs,PRKG1,0.002,0.0,0.0,0.004,0.002,Purkinje neurons,Ectoderm,Brain,"PGK,PKG,PKG1,PRKGR1B,PRKG1B",protein kinase cGMP-dependent 1,Y,flag
Mm Hs,ATP2B2,0.048,0.0,0.659,0.001,0.057,Purkinje neurons,Ectoderm,Brain,PMCA2,ATPase plasma membrane Ca2+ transporting 2,Y,flag
Mm Hs,PDE5A,0.011,0.0,0.0,0.004,0.014,Purkinje neurons,Ectoderm,Brain,,phosphodiesterase 5A,,flag
Mm Hs,ITPR3,0.007,0.0,0.0,0.013,0.006,Purkinje neurons,Ectoderm,Brain,IP3R3,"inositol 1,4,5-trisphosphate receptor type 3",Y,flag
Mm Hs,PDE1B,0.006,0.0,0.024,0.0,0.008,Purkinje neurons,Ectoderm,Brain,PDES1B,phosphodiesterase 1B,,flag
Mm Hs,PDE1A,0.018,0.0,0.0,0.022,0.018,Purkinje neurons,Ectoderm,Brain,,phosphodiesterase 1A,,flag
Mm,CAR8,0.013,0.0,0.049,0.0,0.016,Purkinje neurons,Ectoderm,Brain,,carbonic anhydrase 8,,flag
Mm Hs,OMP,0.001,0.0,0.0,0.0,0.002,Purkinje neurons,Ectoderm,Brain,,olfactory marker protein,,flag
Mm Hs,PDE9A,0.003,0.0,0.024,0.004,0.003,Purkinje neurons,Ectoderm,Brain,,phosphodiesterase 9A,,flag
Mm Hs,CBLN1,0.005,0.0,0.0,0.015,0.004,Purkinje neurons,Ectoderm,Brain,,cerebellin 1 precursor,,flag
Mm Hs,MRPS35,0.048,0.0,0.0,0.07,0.038,Purkinje neurons,Ectoderm,Brain,"MRPS28,MDS023",mitochondrial ribosomal protein S35,,flag
Mm Hs,PVALB,0.005,0.0,0.171,0.003,0.005,Purkinje neurons,Ectoderm,Brain,D22S749,parvalbumin,,flag
Mm Hs,SHANK2,0.002,0.0,0.0,0.001,0.0,Purkinje neurons,Ectoderm,Brain,"CTTNBP1,ProSAP1,SHANK,SPANK-3,CORTBP1",SH3 and multiple ankyrin repeat domains 2,Y,flag
Mm Hs,CACNA2D2,0.027,0.0,0.049,0.001,0.034,Purkinje neurons,Ectoderm,Brain,KIAA0558,calcium voltage-gated channel auxiliary subunit alpha2delta 2,,flag
Mm Hs,NKAIN4,0.036,0.0,0.0,0.009,0.042,Purkinje neurons,Ectoderm,Brain,"bA261N11.2,FAM77A,C20orf58",sodium/potassium transporting ATPase interacting 4,,flag
Mm Hs,CNTNAP2,0.037,0.0,0.122,0.024,0.04,Purkinje neurons,Ectoderm,Brain,"Caspr2,KIAA0868",contactin associated protein like 2,Y,flag
Mm Hs,TH,0.002,0.0,0.0,0.002,0.0,Purkinje neurons,Ectoderm,Brain,DYT5b,tyrosine hydroxylase,Y,flag
Mm Hs,CD3G,0.048,0.0,0.0,0.085,0.041,Purkinje neurons,Ectoderm,Brain,,CD3g molecule,Y,flag
Mm Hs,PCP4,0.083,0.0,0.732,0.019,0.095,Purkinje neurons,Ectoderm,Brain,PEP-19,Purkinje cell protein 4,,flag
Mm Hs,KCNA2,0.019,0.0,0.146,0.0,0.024,Purkinje neurons,Ectoderm,Brain,Kv1.2,potassium voltage-gated channel subfamily A member 2,Y,flag
Mm Hs,SLC22A15,0.017,0.0,0.0,0.0,0.0,Purkinje neurons,Ectoderm,Brain,FLIPT1,solute carrier family 22 member 15,,flag
Mm Hs,CACNG2,0.014,0.0,0.244,0.0,0.017,Purkinje neurons,Ectoderm,Brain,"stargazin,MGC138502,MGC138504",calcium voltage-gated channel auxiliary subunit gamma 2,Y,flag
Mm Hs,SYT2,0.002,0.0,0.0,0.0,0.0,Purkinje neurons,Ectoderm,Brain,,synaptotagmin 2,Y,flag
Mm Hs,CPLX1,0.026,0.0,0.244,0.0,0.032,Purkinje neurons,Ectoderm,Brain,CPX-I,complexin 1,,flag
Mm Hs,PKP4,0.03,0.0,0.146,0.007,0.036,Purkinje neurons,Ectoderm,Brain,p0071,plakophilin 4,,flag
Mm Hs,KCNMA1,0.043,0.0,0.195,0.018,0.048,Purkinje neurons,Ectoderm,Brain,"KCa1.1,mSLO1,SLO",potassium calcium-activated channel subfamily M alpha 1,Y,flag
Mm Hs,ADGRB1,0.019,0.0,0.293,0.0,0.023,Purkinje neurons,Ectoderm,Brain,BAI1,adhesion G protein-coupled receptor B1,,flag
Mm Hs,HCN1,0.005,0.0,0.146,0.0,0.006,Purkinje neurons,Ectoderm,Brain,"BCNG-1,HAC-2,BCNG1",hyperpolarization activated cyclic nucleotide gated potassium channel 1,Y,flag
Mm Hs,SLC24A2,0.026,0.0,0.0,0.008,0.0,Purkinje neurons,Ectoderm,Brain,NCKX2,solute carrier family 24 member 2,,flag
Mm Hs,GABRA1,0.027,0.0,0.122,0.0,0.032,Purkinje neurons,Ectoderm,Brain,EJM5,gamma-aminobutyric acid type A receptor alpha1 subunit,Y,flag
Mm Hs,CLSTN3,0.033,0.0,0.122,0.003,0.04,Purkinje neurons,Ectoderm,Brain,"CSTN3,KIAA0726,CDHR14",calsyntenin 3,,flag
Mm Hs,SLC24A3,0.013,0.0,0.0,0.0,0.0,Purkinje neurons,Ectoderm,Brain,,solute carrier family 24 member 3,,flag
Mm Hs,DLG4,0.022,0.0,0.098,0.0,0.028,Purkinje neurons,Ectoderm,Brain,"PSD-95,PSD95,SAP90,SAP-90",discs large MAGUK scaffold protein 4,,flag
Mm Hs,CNPY1,0.001,0.0,0.024,0.0,0.001,Purkinje neurons,Ectoderm,Brain,,canopy FGF signaling regulator 1,,flag
Mm Hs,SLC12A5,0.048,0.0,0.0,0.004,0.0,Purkinje neurons,Ectoderm,Brain,"KIAA1176,KCC2",solute carrier family 12 member 5,Y,flag
Mm Hs,SLC32A1,0.026,0.0,0.0,0.002,0.0,Purkinje neurons,Ectoderm,Brain,"VGAT,bA122O1.1,VIAAT",solute carrier family 32 member 1,,flag
Mm Hs,GRIA3,0.02,0.0,0.171,0.002,0.023,Purkinje neurons,Ectoderm,Brain,"GluA3,GLURC,MRX94,GLUR3",glutamate ionotropic receptor AMPA type subunit 3,Y,flag
Mm Hs,CAMK2A,0.026,0.0,0.341,0.0,0.031,Purkinje neurons,Ectoderm,Brain,"KIAA0968,CAMKA",calcium/calmodulin dependent protein kinase II alpha,,flag
Mm Hs,PENK,0.02,0.0,0.098,0.028,0.019,Purkinje neurons,Ectoderm,Brain,,proenkephalin,,flag
Mm Hs,HIVEP2,0.055,0.0,0.439,0.003,0.067,Purkinje neurons,Ectoderm,Brain,"MBP-2,HIV-EP2,MIBP1,ZAS2,Schnurri-2,ZNF40B",human immunodeficiency virus type I enhancer binding protein 2,,flag
Mm Hs,NRIP3,0.021,0.0,0.39,0.032,0.018,Purkinje neurons,Ectoderm,Brain,C11orf14,nuclear receptor interacting protein 3,,flag
Mm Hs,TSHZ1,0.015,0.0,0.0,0.005,0.0,Purkinje neurons,Ectoderm,Brain,"NY-CO-33,SDCCAG33",teashirt zinc finger homeobox 1,Y,flag
Mm Hs,PCBP3,0.02,0.0,0.317,0.003,0.024,Purkinje neurons,Ectoderm,Brain,"FLJ44028,PCBP3-OT1,PCBP3OT",poly(rC) binding protein 3,,flag
Mm Hs,GPSM1,0.004,0.0,0.268,0.001,0.005,Purkinje neurons,Ectoderm,Brain,DKFZP727I051,G protein signaling modulator 1,,flag
Mm Hs,PPM1E,0.014,0.0,0.317,0.003,0.016,Purkinje neurons,Ectoderm,Brain,"POPX1,KIAA1072,PP2CH,CaMKP-N","protein phosphatase, Mg2+/Mn2+ dependent 1E",,flag
Mm Hs,DLGAP1,0.036,0.0,0.707,0.002,0.043,Purkinje neurons,Ectoderm,Brain,"GKAP,SAPAP1,DAP-1",DLG associated protein 1,,flag
Mm Hs,GNG4,0.013,0.0,0.244,0.018,0.011,Purkinje neurons,Ectoderm,Brain,,G protein subunit gamma 4,,flag
Mm Hs,SHISA8,0.004,0.0,0.0,0.0,0.0,Purkinje neurons,Ectoderm,Brain,"Orf26,C22orf17",shisa family member 8,,flag
Mm Hs,SYNPR,0.022,0.0,0.0,0.001,0.0,Purkinje neurons,Ectoderm,Brain,MGC26651,synaptoporin,,flag
Mm Hs,PRKCA,0.033,0.0,0.463,0.015,0.036,Purkinje neurons,Ectoderm,Brain,PKCA,protein kinase C alpha,,flag
Mm Hs,PCP4L1,0.044,0.0,0.488,0.0,0.054,Purkinje neurons,Ectoderm,Brain,IQM1,Purkinje cell protein 4 like 1,,flag
Mm Hs,SLC1A6,0.003,0.0,0.0,0.003,0.0,Purkinje neurons,Ectoderm,Brain,EAAT4,solute carrier family 1 member 6,,flag
Mm Hs,GRID2,0.005,0.0,0.049,0.016,0.003,Purkinje neurons,Ectoderm,Brain,"GluD2,GluR-delta-2",glutamate ionotropic receptor delta type subunit 2,Y,flag
Mm Hs,GAD2,0.073,0.0,0.463,0.024,0.086,Purkinje neurons,Ectoderm,Brain,GAD65,glutamate decarboxylase 2,,flag
Mm Hs,SPINK8,0.002,0.0,0.0,0.001,0.0,Pyramidal cells,Ectoderm,Brain,,"serine peptidase inhibitor, Kazal type 8 (putative)",,flag
Mm Hs,PCP4,0.083,0.0,1.0,0.019,0.097,Pyramidal cells,Ectoderm,Brain,PEP-19,Purkinje cell protein 4,,flag
Mm Hs,SYNPR,0.022,0.0,0.0,0.001,0.0,Pyramidal cells,Ectoderm,Brain,MGC26651,synaptoporin,,flag
Mm Hs,NR4A2,0.033,0.0,0.0,0.078,0.026,Pyramidal cells,Ectoderm,Brain,"TINUR,NOT,RNR1,HZF-3,NURR1",nuclear receptor subfamily 4 group A member 2,Y,flag
Mm Hs,GRIA3,0.02,0.0,0.0,0.002,0.023,Pyramidal cells,Ectoderm,Brain,"GluA3,GLURC,MRX94,GLUR3",glutamate ionotropic receptor AMPA type subunit 3,Y,flag
Mm Hs,CD3E,0.041,0.0,0.0,0.1,0.03,Pyramidal cells,Ectoderm,Brain,,CD3e molecule,Y,flag
Mm Hs,DLG4,0.022,0.0,0.0,0.0,0.028,Pyramidal cells,Ectoderm,Brain,"PSD-95,PSD95,SAP90,SAP-90",discs large MAGUK scaffold protein 4,,flag
Mm Hs,CAMK2A,0.026,0.0,1.0,0.0,0.032,Pyramidal cells,Ectoderm,Brain,"KIAA0968,CAMKA",calcium/calmodulin dependent protein kinase II alpha,,flag
Mm Hs,GRM1,0.004,0.0,0.0,0.0,0.005,Pyramidal cells,Ectoderm,Brain,"GPRC1A,mGlu1,MGLUR1,PPP1R85",glutamate metabotropic receptor 1,Y,flag
Mm Hs,GRM5,0.033,0.0,1.0,0.0,0.042,Pyramidal cells,Ectoderm,Brain,"MGLUR5,GPRC1E,mGlu5,PPP1R86",glutamate metabotropic receptor 5,,flag
Mm Hs,TBR1,0.018,0.0,0.0,0.001,0.0,Pyramidal cells,Ectoderm,Brain,,"T-box, brain 1",,flag
Mm Hs,POU3F1,0.013,0.0,0.0,0.0,0.017,Pyramidal cells,Ectoderm,Brain,"OCT6,SCIP,OTF6",POU class 3 homeobox 1,,flag
Mm Hs,EMX1,0.023,0.0,0.0,0.0,0.029,Pyramidal cells,Ectoderm,Brain,,empty spiracles homeobox 1,,flag
Mm Hs,FEZF2,0.008,0.0,0.0,0.001,0.01,Pyramidal cells,Ectoderm,Brain,"FLJ10142,FKSG36,TOF,FEZL,Zfp312,ZNF312",FEZ family zinc finger 2,,flag
Mm Hs,NRGN,0.031,0.0,1.0,0.011,0.034,Pyramidal cells,Ectoderm,Brain,,neurogranin,,flag
Mm Hs,AGER,0.011,0.0,0.0,0.001,0.014,Pyramidal cells,Ectoderm,Brain,SCARJ1,advanced glycosylation end-product specific receptor,,flag
Mm Hs,GRIN2D,0.002,0.0,0.0,0.0,0.002,Pyramidal cells,Ectoderm,Brain,"GluN2D,EB11,NR2D,NMDAR2D",glutamate ionotropic receptor NMDA type subunit 2D,,flag
Mm Hs,YWHAZ,0.497,0.0,0.0,0.519,0.0,Pyramidal cells,Ectoderm,Brain,"KCIP-1,14-3-3-zeta,YWHAD",tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,,flag
Mm Hs,KCNN4,0.027,0.0,0.0,0.01,0.029,Pyramidal cells,Ectoderm,Brain,"KCa3.1,hSK4,hKCa4,hIKCa1,IK",potassium calcium-activated channel subfamily N member 4,Y,flag
Mm Hs,DAB1,0.045,0.0,1.0,0.002,0.057,Pyramidal cells,Ectoderm,Brain,,"DAB1, reelin adaptor protein",,flag
Mm Hs,CCM2,0.052,0.0,0.0,0.044,0.051,Pyramidal cells,Ectoderm,Brain,"MGC4607,OSM,C7orf22",CCM2 scaffold protein,Y,flag
Mm Hs,MAP2,0.179,0.0,1.0,0.027,0.216,Pyramidal cells,Ectoderm,Brain,"MAP2A,MAP2B,MAP2C",microtubule associated protein 2,,flag
Mm Hs,CALB1,0.019,0.0,0.0,0.001,0.024,Pyramidal cells,Ectoderm,Brain,CALB,calbindin 1,,flag
Mm Hs,ADRB2,0.016,0.0,0.0,0.01,0.018,Pyramidal cells,Ectoderm,Brain,"ADRBR,B2AR,ADRB2R",adrenoceptor beta 2,Y,flag
Mm Hs,RTN4,0.553,0.0,0.0,0.505,0.0,Pyramidal cells,Ectoderm,Brain,"NSP-CL,KIAA0886,NOGO,ASY",reticulon 4,,flag
Mm Hs,PDE2A,0.0,0.0,0.0,0.001,0.0,Pyramidal cells,Ectoderm,Brain,,phosphodiesterase 2A,,flag
Mm Hs,KCNB1,0.015,0.0,0.0,0.0,0.019,Pyramidal cells,Ectoderm,Brain,Kv2.1,potassium voltage-gated channel subfamily B member 1,Y,flag
Mm Hs,KCNB2,0.007,0.0,0.0,0.0,0.008,Pyramidal cells,Ectoderm,Brain,Kv2.2,potassium voltage-gated channel subfamily B member 2,,flag
Mm Hs,KCNQ2,0.014,0.0,0.0,0.023,0.013,Pyramidal cells,Ectoderm,Brain,"Kv7.2,ENB1,KCNA11,HNSPC",potassium voltage-gated channel subfamily Q member 2,Y,flag
Mm Hs,KCNQ3,0.017,0.0,0.0,0.001,0.021,Pyramidal cells,Ectoderm,Brain,"Kv7.3,EBN2",potassium voltage-gated channel subfamily Q member 3,Y,flag
Mm Hs,SATB2,0.015,0.0,0.0,0.004,0.0,Pyramidal cells,Ectoderm,Brain,"KIAA1034,FLJ21474",SATB homeobox 2,Y,flag
Mm Hs,OXTR,0.001,0.0,0.0,0.001,0.002,Pyramidal cells,Ectoderm,Brain,,oxytocin receptor,,flag
Mm Hs,CCK,0.033,0.0,0.0,0.003,0.039,Pyramidal cells,Ectoderm,Brain,,cholecystokinin,,flag
Mm Hs,KCND2,0.009,0.0,0.0,0.001,0.011,Pyramidal cells,Ectoderm,Brain,"Kv4.2,RK5,KIAA1044",potassium voltage-gated channel subfamily D member 2,,flag
Mm Hs,KCND3,0.004,0.0,0.0,0.002,0.005,Pyramidal cells,Ectoderm,Brain,"Kv4.3,KSHIVB,SCA22,SCA19",potassium voltage-gated channel subfamily D member 3,Y,flag
Mm Hs,PAX6,0.049,0.0,0.75,0.014,0.059,Radial glia cells,Ectoderm,Brain,"D11S812E,AN2",paired box 6,Y,flag
Mm Hs,SLC1A3,0.074,0.0,0.0,0.011,0.0,Radial glia cells,Ectoderm,Brain,"EAAT1,GLAST,EA6",solute carrier family 1 member 3,Y,flag
Mm Hs,PDGFD,0.003,0.0,0.0,0.004,0.003,Radial glia cells,Ectoderm,Brain,"SCDGF-B,MSTP036,IEGF",platelet derived growth factor D,,flag
Mm Hs,GLI3,0.003,0.0,0.0,0.006,0.002,Radial glia cells,Ectoderm,Brain,"PAP-A,PAPA1,PAPB,ACLS,PPDIV,GCPS,PHS",GLI family zinc finger 3,Y,flag
Mm Hs,NOTCH3,0.02,0.0,0.0,0.014,0.022,Radial glia cells,Ectoderm,Brain,"CASIL,CADASIL",notch 3,Y,flag
Mm Hs,VCAM1,0.041,0.0,0.0,0.007,0.0,Radial glia cells,Ectoderm,Brain,CD106,vascular cell adhesion molecule 1,,flag
Mm Hs,CDH4,0.017,0.0,1.0,0.0,0.02,Radial glia cells,Ectoderm,Brain,,cadherin 4,,flag
Mm Hs,SPRY1,0.019,0.0,0.0,0.03,0.0,Radial glia cells,Ectoderm,Brain,hSPRY1,sprouty RTK signaling antagonist 1,,flag
Mm Hs,AXIN2,0.006,0.0,1.0,0.001,0.008,Radial glia cells,Ectoderm,Brain,"MGC126582,DKFZp781B0869",axin 2,Y,flag
Mm Hs,RIIAD1,0.019,0.0,0.0,0.012,0.0,Radial glia cells,Ectoderm,Brain,"FLJ36032,NCRNA00166,C1orf230",regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1,,flag
Mm Hs,HES5,0.036,0.0,1.0,0.001,0.042,Radial glia cells,Ectoderm,Brain,bHLHb38,hes family bHLH transcription factor 5,,flag
Mm Hs,OLIG2,0.039,0.0,0.0,0.002,0.049,Radial glia cells,Ectoderm,Brain,"RACK17,OLIGO2,bHLHe19,PRKCBP2,BHLHB1",oligodendrocyte transcription factor 2,,flag
Mm Hs,GFAP,0.013,0.0,1.0,0.006,0.015,Radial glia cells,Ectoderm,Brain,FLJ45472,glial fibrillary acidic protein,Y,flag
Mm Hs,EMX2,0.027,0.0,0.25,0.011,0.032,Radial glia cells,Ectoderm,Brain,,empty spiracles homeobox 2,Y,flag
Mm Hs,HMOX1,0.046,0.0,1.0,0.036,0.047,Red pulp macrophages,Mesoderm,Immune system,"bK286B10,HO-1",heme oxygenase 1,Y,flag
Mm Hs,TREML4,0.003,0.0,0.0,0.0,0.0,Red pulp macrophages,Mesoderm,Immune system,TLT4,triggering receptor expressed on myeloid cells like 4,,flag
Mm Hs,CD86,0.026,0.0,0.31,0.012,0.029,Red pulp macrophages,Mesoderm,Immune system,"B7.2,B7-2,CD28LG2",CD86 molecule,,flag
Mm Hs,NR1H3,0.008,0.0,0.552,0.01,0.007,Red pulp macrophages,Mesoderm,Immune system,"LXR-a,RLD-1,LXRa",nuclear receptor subfamily 1 group H member 3,,flag
Mm Hs,SLC11A1,0.017,0.0,0.0,0.007,0.0,Red pulp macrophages,Mesoderm,Immune system,"NRAMP,NRAMP1",solute carrier family 11 member 1,Y,flag
Mm Hs,ADGRE1,0.033,0.0,0.862,0.001,0.04,Red pulp macrophages,Mesoderm,Immune system,"TM7LN3,EMR1",adhesion G protein-coupled receptor E1,,flag
Mm Hs,MERTK,0.016,0.0,0.552,0.001,0.019,Red pulp macrophages,Mesoderm,Immune system,"mer,RP38,c-Eyk,Tyro12","MER proto-oncogene, tyrosine kinase",Y,flag
Mm Hs,CCR3,0.001,0.0,0.621,0.0,0.0,Red pulp macrophages,Mesoderm,Immune system,"CC-CKR-3,CKR3,CD193,CMKBR3",C-C motif chemokine receptor 3,,flag
Mm Hs,SPIC,0.002,0.0,0.0,0.0,0.0,Red pulp macrophages,Mesoderm,Immune system,"MGC40611,SPI-C",Spi-C transcription factor,,flag
Mm Hs,SLC40A1,0.033,0.0,0.0,0.035,0.0,Red pulp macrophages,Mesoderm,Immune system,"MTP1,IREG1,FPN1,HFE4,SLC11A3",solute carrier family 40 member 1,Y,flag
Mm Hs,VCAM1,0.041,0.0,0.0,0.007,0.0,Red pulp macrophages,Mesoderm,Immune system,CD106,vascular cell adhesion molecule 1,,flag
Mm Hs,SIGLEC1,0.0,0.0,0.0,0.0,0.0,Red pulp macrophages,Mesoderm,Immune system,"SIGLEC-1,CD169,FLJ00051,FLJ00055,FLJ00073,FLJ32150,dJ1009E24.1,sialoadhesin",sialic acid binding Ig like lectin 1,,flag
Mm Hs,RUVBL1,0.059,0.0,0.0,0.092,0.0,Reticulocytes,Mesoderm,Blood,"TIP49,NMP238,RVB1,TIP49a,Pontin52,ECP54,Rvb1,INO80H",RuvB like AAA ATPase 1,,flag
Mm Hs,TFRC,0.042,0.0,0.0,0.061,0.0,Reticulocytes,Mesoderm,Blood,"CD71,TFR1,p90",transferrin receptor,Y,flag
Mm Hs,UCP3,0.0,0.0,0.0,0.0,0.0,Reticulocytes,Mesoderm,Blood,SLC25A9,uncoupling protein 3,Y,flag
Mm Hs,FOLR1,0.017,0.0,0.0,0.009,0.02,Reticulocytes,Mesoderm,Blood,FOLR,folate receptor 1,Y,flag
Mm Hs,UBE2O,0.0,0.0,0.0,0.0,0.0,Reticulocytes,Mesoderm,Blood,E2-230K,ubiquitin conjugating enzyme E2 O,,flag
Mm Hs,CD36,0.042,0.0,0.0,0.034,0.044,Reticulocytes,Mesoderm,Blood,"SCARB3,GPIV,GP4,GP3B",CD36 molecule,Y,flag
Mm Hs,ITGA4,0.036,0.0,0.0,0.011,0.041,Reticulocytes,Mesoderm,Blood,"CD49d,CD49D",integrin subunit alpha 4,,flag
Mm Hs,SLC11A2,0.007,0.0,0.0,0.007,0.0,Reticulocytes,Mesoderm,Blood,"DCT1,NRAMP2",solute carrier family 11 member 2,Y,flag
Mm Hs,NKAIN3,0.009,1.0,0.587,0.01,0.007,Retinal ganglion cells,Ectoderm,Brain,"FLJ39630,FAM77D",sodium/potassium transporting ATPase interacting 3,,flag
Mm Hs,LHFPL5,0.004,0.0,0.826,0.0,0.002,Retinal ganglion cells,Ectoderm,Brain,"MGC33835,dJ510O8.8,Tmhs,DFNB67",LHFPL tetraspan subfamily member 5,Y,flag
Mm Hs,SRRM3,0.007,1.0,0.0,0.001,0.0,Retinal ganglion cells,Ectoderm,Brain,FLJ37078,serine/arginine repetitive matrix 3,,flag
Mm Hs,GALNT9,0.004,0.0,0.804,0.0,0.003,Retinal ganglion cells,Ectoderm,Brain,GALNAC-T9,polypeptide N-acetylgalactosaminyltransferase 9,,flag
Mm Hs,MTUS2,0.006,0.0,0.848,0.0,0.005,Retinal ganglion cells,Ectoderm,Brain,"TIP150,CAZIP,KIAA0774",microtubule associated scaffold protein 2,,flag
Mm Hs,IGLON5,0.004,0.0,0.826,0.002,0.002,Retinal ganglion cells,Ectoderm,Brain,LOC402665,IgLON family member 5,,flag
Mm Hs,DCTN1,0.021,0.0,0.848,0.008,0.021,Retinal ganglion cells,Ectoderm,Brain,,dynactin subunit 1,Y,flag
Mm Hs,GGT7,0.007,0.0,0.848,0.0,0.006,Retinal ganglion cells,Ectoderm,Brain,"D20S101,dJ18C9.2,GGTL5,GGTL3",gamma-glutamyltransferase 7,,flag
Mm Hs,BTBD10,0.018,0.0,0.848,0.032,0.013,Retinal ganglion cells,Ectoderm,Brain,"GMRP1,GMRP-1,MGC13007",BTB domain containing 10,,flag
Mm Hs,EFNA3,0.009,0.0,0.848,0.002,0.008,Retinal ganglion cells,Ectoderm,Brain,"LERK3,Ehk1-L,EPLG3",ephrin A3,,flag
Mm Hs,SLC29A4,0.006,0.0,0.0,0.009,0.0,Retinal ganglion cells,Ectoderm,Brain,"FLJ34923,ENT4",solute carrier family 29 member 4,,flag
Mm Hs,STOML1,0.008,0.0,0.0,0.001,0.0,Retinal ganglion cells,Ectoderm,Brain,"hUNC-24,SLP-1,STORP,FLJ36370",stomatin like 1,,flag
